,Binary Balanced 1,Binary Balanced 2,Binary Extreme 1a,Binary Extreme 1b,Binary Extreme 2,Trinary Balanced 1,Trinary Balanced 2,Trinary Skewed 1a,Trinary Skewed 1b,Trinary Skewed 2,Trinary Extreme 1a,Trinary Extreme 1b,Trinary Extreme 2,Quaternary Balanced 1,Quaternary Balanced 2,Quaternary Skewed 1a,Quaternary Skewed 1b,Quaternary Skewed 2,Quaternary Extreme 1a,Quaternary Extreme 1b,Quaternary Extreme 2,Continuous Normal,Continuous Skewed,Continuous Binary Normal 1,Continuous Binary Normal 2,Continuous Trinary Normal,Continuous Quaternary Normal,Continuous Binary Skewed,Continuous Trinary Skewed,Continuous Quaternary Skewed,Unary 1,Unary 2,Correlated 1,Correlated 2
797,B,D,E,H,J,C,F,A,D,J,A,D,J,B,E,H,L,R,H,L,S,0.07640271908027424,0.03737293767278554,5.011307232891627,10.003757620837398,2.9091667645546595,1.9273384233062443,4.704158199280717,7.025195233969517,4.1850438842688735,1.9318663224732582,6.286538366532515,797,796
798,A,C,E,H,J,A,D,A,D,J,A,D,J,C,F,H,L,R,H,L,S,0.03235049415263244,0.004791809405014871,0.9969029227312548,1.9773234593386662,0.8684955418889351,3.040916231744424,0.8946268213121175,1.2160777380940522,9.476106493961675,-37.41302496636595,-45.024096288282934,798,797
799,B,D,E,H,J,B,E,A,D,J,A,D,J,D,G,H,L,R,H,L,S,0.009214273233872038,0.005406138248715453,4.988376062316878,10.012200433556114,2.0932125727819084,4.012754707429352,4.073497274275556,3.7974273413396156,15.65320053438216,6.1133363306832535,-4.718547704233673,799,798
800,A,C,E,H,J,C,F,A,D,J,A,D,J,A,D,H,L,S,H,L,S,0.0033773049489574415,0.03038141588152137,0.9958349255356915,1.9966752931767677,2.9448122023941155,1.108956482494064,1.243983720720438,8.56517539738054,1.01459282548619,-9.028705199553576,-45.37705822536559,800,800
801,B,D,E,H,J,A,D,A,D,J,A,D,J,B,E,H,L,S,H,L,S,0.069194329570494,0.00388854940421631,4.994424719564116,10.006332477917091,0.9630172002166939,1.9528180742743881,4.208854814039441,1.301888775307141,5.097028262341675,-17.69537374815325,-28.927066916748068,801,800
802,A,C,E,H,J,B,E,A,D,J,A,D,J,C,F,H,L,S,H,L,S,-0.1488216494523263,0.0027548492860421463,1.0009606370194042,1.977936806456129,2.041808881505892,2.8773943613646105,1.1810748323468139,3.7677004406749006,8.641096353446017,-2.610041834317909,-14.077146660417306,802,802
803,B,D,E,H,J,C,F,A,D,J,A,D,J,D,G,H,L,S,H,L,S,0.10582181379290417,0.00019347121532844796,4.9917948391993745,10.002899881807013,3.092512878557903,3.922767343855852,3.5451661937343935,8.630900219421681,15.79670887656151,-29.599010791623478,-17.833435028321652,803,803
804,A,C,E,H,J,A,D,A,D,J,A,D,J,A,D,H,L,S,H,L,S,0.035121858625293705,0.006641751793545049,0.9944471084362471,2.00651961697576,1.0620546292694166,0.8465546916740129,1.441823363090861,1.3359354600943483,0.8055499484388642,-24.20357847488214,-13.547803886581121,804,803
805,B,D,E,H,J,B,E,A,D,J,A,D,J,B,E,H,L,S,H,L,S,0.03408399044389815,0.01880631134196835,4.986619774090367,10.021873516009457,1.9682665792988994,2.233224761675474,4.339154599935506,3.9244427149635213,3.9553301875864526,-14.666170320411979,-64.3552019654838,805,805
806,A,C,E,H,J,C,F,A,D,J,A,D,J,C,F,H,L,S,H,L,S,-0.017446848063565053,0.0015512670886038051,0.9960066878998359,2.013236567828409,3.07369217091246,2.9048827241536483,1.0032749487224024,9.066994572056075,8.46930975480727,-8.281958456515007,18.32124074653356,806,805
807,B,D,E,H,J,A,D,A,D,J,A,D,J,D,G,H,L,S,H,L,S,0.19088123188102496,0.0035089471489334603,4.986691471998167,9.995075287023871,1.064008670137389,3.911503705484037,4.999711054155776,1.0233899691153097,16.236025788019496,4.0686604473883285,-24.725429187956877,807,807
808,A,C,E,H,J,B,E,A,D,J,A,D,J,A,D,H,L,S,H,L,S,0.032683916059144565,0.017886143322701543,1.003378611660065,1.9869803604041811,1.8049186925819252,0.8937995008498861,1.2298557094972087,4.230921439513859,1.17402028856562,3.186029018662232,-4.992965806945639,808,807
809,B,D,E,H,J,C,F,A,D,J,A,D,J,B,E,H,L,S,H,L,S,-0.025951559706979377,0.011653394775061677,4.994675448669138,10.009005833705285,2.921644687227392,2.0078421091008827,3.8315104289152124,9.01176701469605,4.378460915688463,-15.544092281372993,-43.53199993030892,809,808
810,A,C,E,H,J,A,D,A,D,J,A,D,J,C,F,H,L,S,H,L,S,-0.02445749133763898,0.008053355137946234,0.9885426483687462,1.9892814600747357,0.9096490829320762,3.0668348563456105,0.9143524559156542,1.1015373996110593,9.274285410284483,-3.278415492884145,15.118658194544963,810,810
811,B,D,E,H,J,B,E,A,D,J,A,D,J,D,G,H,L,S,H,L,S,-0.04191354485050978,0.005464765643895193,5.007331502820909,9.990528654832287,1.9730980643832363,3.9425674128467194,4.033415005206711,3.7075815734527153,15.209858260836167,-12.956932918798229,-24.99987560857812,811,810
812,A,C,E,H,J,C,F,A,D,J,A,D,J,A,D,H,L,S,H,L,S,-0.0766240042742925,0.03897673768754791,0.9964699210023364,2.0143423823118862,3.0826842143001874,1.149673374059604,1.0281919147572312,10.164118618319844,0.9924829021054141,-8.082751220330273,-13.221263058053884,812,812
813,B,D,E,H,J,A,D,A,D,J,A,D,J,B,E,H,L,S,H,L,S,-0.07916883386554802,0.01875011082816486,4.99693779781358,10.015162637396948,1.0654416454595181,1.8524929601632723,4.266321474923244,0.9461428321224553,4.518367251432086,-18.67490460872848,-28.760417021570298,813,812
814,A,C,E,H,J,B,E,A,D,J,A,D,J,C,F,H,L,S,H,L,S,0.016081828999382305,0.0017803571508925647,1.0072045523885913,1.9963174995907755,1.8612778445249878,3.1056450454687883,1.3899120550899782,3.626750616680424,9.258951838403457,-4.658488095364099,-33.662700501556266,814,813
815,B,D,E,H,J,C,F,A,D,J,A,D,J,D,G,H,L,S,H,L,S,-0.13221962075259805,0.00023212054700414765,4.994249863625014,9.992973126397837,2.8618728803038733,4.032034442725956,3.5846581491988654,8.672833869206448,17.328176991035587,-9.371033726785262,-22.489685192165616,815,815
816,A,C,E,H,J,A,D,A,D,J,A,D,J,A,D,H,L,S,H,L,S,0.13733024482542872,0.0006219037515012713,1.0161834074929577,1.9984166583739735,1.1990899815451845,0.982531433037377,0.9561534230102862,1.1568823366486531,0.9599514383660465,-5.875224617841392,-2.3701405463458443,816,816
817,B,D,E,H,J,B,E,A,D,J,A,D,J,B,E,H,L,S,H,L,S,0.12155863519464126,0.022939493366186666,5.01296966979829,10.004965174346104,2.001716956864309,2.118022011514982,4.8927894295887935,3.829540835551175,3.9397101223814714,-23.048495717312115,-59.64063040034596,817,816
818,A,C,E,H,J,C,F,A,D,J,A,D,J,C,F,H,L,S,H,L,S,-0.011966439740952213,0.003082596317188448,0.9840812483731333,1.988429290022339,3.058284419856161,2.990485039766797,0.803363847028311,8.301215598060388,9.323386642646243,-12.435518521585923,-49.84228685206348,818,818
819,B,D,E,H,J,A,D,A,D,J,A,D,J,D,G,H,L,S,H,L,S,-0.06226162153811916,0.02032248670895669,4.994338275118333,10.010292095227836,0.8718777977124057,4.0408727559627655,4.5838252862875795,0.8013172617458486,16.631399151565894,-20.452033116542886,-28.72399490424361,819,818
820,A,C,E,H,J,B,E,A,D,J,A,D,J,A,D,H,L,S,H,L,S,-0.06600440951117885,0.007631957811592455,1.0152474553075395,1.9976539811715535,2.0067455104718133,1.0135666694997258,1.1567558785404275,4.051540709312679,1.0226946974115454,-18.08965639762979,-29.579999773457416,820,820
821,B,D,E,H,J,C,F,A,D,J,A,D,J,B,E,H,L,S,H,L,S,0.08901976601052164,0.0014174437629018767,5.006479970384577,10.015718742864806,3.0869516849811203,1.9766216716363731,4.064983870617547,8.666685093947608,4.021069838526063,0.5656676396549472,-28.441114761065997,821,821
822,A,C,E,H,J,A,D,A,D,J,A,D,J,C,F,H,L,S,H,L,S,0.03579008694063944,0.017983401062353778,1.0010171589819963,2.013035982163515,0.951643772802822,2.8494686260964466,0.6231768702052775,0.9183149719590094,8.702248786435982,10.471505700047018,-48.947793868011374,822,821
823,B,D,E,H,J,B,E,A,D,J,A,D,J,D,G,H,L,S,H,L,S,0.046119155280937345,0.023232481861485545,4.990026889309377,10.007889725585176,1.942187593869059,4.019603651298133,3.833402834014388,4.512591571476563,14.401973188684439,-4.083281469848573,-32.187110891096566,823,823
824,A,C,E,H,J,C,F,A,D,J,A,D,J,A,D,H,L,S,H,L,S,-0.013526263883049791,0.037510886997520594,1.0194982515670818,2.007979031057666,3.0671122274684706,0.8777723039281652,1.0802853934878016,10.329239698436332,1.2509420582534494,-13.74884514720194,-67.35078647417781,824,824
825,B,D,E,H,J,A,D,A,D,J,A,D,J,B,E,H,L,S,H,L,S,0.01192608202624814,0.0006006430225604969,5.007038612905451,9.991461202623105,0.8625135691507978,1.987979235784051,4.164711121948013,0.7713052260502627,3.8281625716153784,-3.8970118840894834,-38.94866429288274,825,825
826,A,C,E,H,J,B,E,A,D,J,A,D,J,C,F,H,L,S,H,L,S,0.014367405635805495,0.0052039933027862835,0.9954283412282052,2.000950633057015,1.861549227576848,3.0705284064594185,1.0850026397404593,3.8865646005151047,9.489079760428977,-19.242266706741358,-31.45021911351205,826,826
827,B,D,E,H,J,C,F,A,D,J,A,D,J,D,G,H,L,S,H,L,S,0.02286390450362847,0.053759588518467766,4.98968781776596,10.020035811733978,2.996971678134244,3.978266237764812,3.824150423949886,9.535728778284106,14.972893062920335,-23.49899783691913,-39.89639557320481,827,826
828,A,C,E,H,J,A,D,A,D,J,A,D,J,A,D,H,L,S,H,L,S,-0.07485491827553126,0.008182029821296411,0.9843045672216096,1.9861000777182691,1.0876803316218724,1.0017146349360242,0.7354227578771342,1.3027799400397304,1.1332616558519852,-3.300067015967927,3.516337176004569,828,828
829,B,D,E,H,J,B,E,A,D,J,A,D,J,B,E,H,L,S,H,L,S,0.0909978237766405,0.0018581783998250256,4.977778134131718,9.986262056773988,1.9288683884686368,2.01623516260032,3.948257331223736,3.9327429142975214,3.7762606889946317,-20.67004885987781,-8.31653376825292,829,829
830,A,C,E,H,J,C,F,A,D,J,A,D,J,C,F,H,L,S,H,L,S,-0.11884812852826117,0.0055362408311985,1.0016147746259025,2.012012378999999,2.707709661717239,3.15800735863525,1.0726181605610277,9.128708527468847,9.608584482065572,-9.782452125463452,-39.202239172044315,830,829
831,B,D,E,H,J,A,D,A,D,J,A,D,J,D,G,H,L,S,H,L,S,-0.030637878884728877,0.01028368597850248,5.003478360931384,10.011439275710273,1.0149508480253875,4.054735269183833,3.466692400583405,0.8945701934378367,16.074167745056215,-0.9484487566205075,-26.296892472489088,831,830
832,A,C,E,H,J,B,E,A,D,J,A,D,J,A,D,H,L,S,H,L,S,0.018941793987391875,6.206772964703702e-05,0.998784548185563,1.9960898399494975,1.969273218654341,1.2041161908204512,0.8637680749527228,3.1646956593276947,1.6933328976560915,-11.854073900845366,-41.723427603929125,832,831
833,B,D,E,H,J,C,F,A,D,J,A,D,J,B,E,H,L,S,H,L,S,0.13615885147519832,0.002963932546338092,4.989667477862578,9.995218850986294,2.954743946712409,1.8969073584808367,3.9220136191739474,8.57128134373896,3.613965462917478,-6.748833159157179,-56.29012714089217,833,833
834,A,C,E,H,J,A,D,A,D,J,A,D,J,C,F,H,L,S,H,L,S,0.011226634165053068,0.0024599435708231414,0.9847234220304484,1.9979485597714115,0.8997083049169295,2.9335750454466485,1.066498274290774,1.1813528023566948,9.315611044138867,-4.886971546546219,-29.96757231521324,834,833
835,B,D,E,H,J,B,E,A,D,J,A,D,J,D,G,H,L,S,H,L,S,0.041743475292898236,0.03638990153480464,5.000610695844856,10.001952546649118,2.0275670900555536,4.1050575357704195,4.1975126088694585,4.345981969134538,16.360025471362217,-9.871891278735061,7.739816847382027,835,834
836,A,C,E,H,J,C,F,A,D,J,A,D,J,A,D,H,L,S,H,L,S,0.019219030595423105,0.0005049149474817419,1.0093702031123697,2.0080293015611805,2.9092756284706125,0.7676048581608294,1.26407100991879,9.188130617685678,0.7968062989706081,-18.785551317412015,-33.593795555704496,836,836
837,B,D,E,H,J,A,D,A,D,J,A,D,J,B,E,H,L,S,H,L,S,-0.0056616513312801355,0.00014598342261994238,5.000198896286976,10.013943294580384,1.1571913953294035,2.022137798784179,3.734707543830972,1.0646674773288918,3.6549252675625494,-14.509626018954421,-18.951001981746263,837,836
838,A,C,E,H,J,B,E,A,D,J,A,D,J,C,F,H,L,S,H,L,S,0.011800733093275607,0.008530826064023072,1.0013459529834594,2.005487696306095,2.0898946111609376,2.84623919473674,1.4271089103249324,3.7432988354691554,9.3212266531623,-21.215004403573456,-39.32194547567292,838,837
839,B,D,E,H,J,C,F,A,D,J,A,D,J,D,G,H,L,S,H,L,S,0.04741545890430507,0.013235511245861017,4.9909544606358915,10.010141950163698,2.827675909001497,4.122962701274014,3.7969872466553896,8.577020539837015,17.156668845423848,9.655303596527709,-36.51536458287579,839,839
840,A,C,E,H,J,A,D,A,D,J,A,D,J,A,D,H,L,S,H,L,S,-0.07535210058305465,0.004004699482911906,0.9997756504966011,2.01456076524387,0.9473116402401338,1.0686274149739103,1.0450854677322887,0.8881604729547018,0.934134655725028,-10.94165119333233,-20.553835895008373,840,839
841,B,D,E,H,J,B,E,A,D,J,A,D,J,B,E,H,L,S,H,L,S,0.020965565494987803,0.012900977661430758,5.011414763954488,9.99204156630301,2.058503043541905,2.010464418400488,4.488741960572953,4.698818531136793,3.587786936996308,-2.635638624578047,-39.183099173765,841,840
842,A,C,E,H,J,C,F,A,D,J,A,D,J,C,F,H,L,S,H,L,S,0.031094897587065785,0.009580575620004982,1.0175228675356605,2.0063030175734755,3.1248382247997935,3.097997796735556,0.9465474264457122,8.904069263946369,10.666038908801033,4.167444079886177,-19.760742264128396,842,842
843,B,D,E,H,J,A,D,A,D,J,A,D,J,D,G,H,L,S,H,L,S,0.13780030153606418,9.941193439173975e-05,5.0179364439746195,10.009840755962134,1.0224380925966443,4.041906470482839,4.4874639992716965,1.079771008723917,15.86421546227091,-12.069605618431627,-34.15858717156576,843,843
844,A,C,E,H,J,B,E,A,D,J,A,D,J,A,D,H,L,S,H,L,S,-0.12191770464311676,0.0023617112919921963,1.0065498244762645,2.0051650023248113,1.9033203022111118,1.0250394181893172,0.8318144417339599,4.92136871148658,1.0091933887288962,-2.3546497509249598,-39.792630250923125,844,844
845,B,D,E,H,J,C,F,A,D,J,A,D,J,B,E,H,L,S,H,L,S,0.01683044362792666,0.011884016765597456,5.001354587973894,10.004842042858039,3.1816719792739856,1.8894099868640517,3.8077356057341007,8.813885655529468,4.0820882862849315,-3.1402610731023097,4.706104486261516,845,845
846,A,C,E,H,J,A,D,A,D,J,A,D,J,C,F,H,L,S,H,L,S,-0.046786094320718785,0.0001423741516673861,0.9904153314780241,2.0047851694803644,1.0270031716215144,2.785927008108467,1.0302144430931681,0.8486279776780792,9.027399108593166,-8.138275066298522,-19.43373592551971,846,846
847,B,D,E,H,J,B,E,A,D,J,A,D,J,D,G,H,L,S,H,L,S,-0.11006277606826696,0.07495624086254242,5.009226802845818,9.989395306772856,1.9408145902701972,3.8271612620351148,4.30787327540566,3.8453304898008938,14.653585770515893,-4.678648082810942,-36.19963716834795,847,846
848,A,C,E,H,J,C,F,A,D,J,A,D,J,A,D,H,L,S,H,L,S,0.07064121117558142,0.018957289741727508,0.9964717260908301,1.9848970036855702,3.0246197361971077,1.046153849600006,1.0105329358676194,8.752370266461323,0.9179432064390218,-5.618091595210794,10.678399070851455,848,848
849,B,D,E,H,J,A,D,A,D,J,A,D,J,B,E,H,L,S,H,L,S,0.014081269801193197,0.024127458171322173,4.996769880492331,9.995404913593827,1.081361695241612,1.9527697552302141,4.569192986315141,1.0247802461437212,4.194994073508694,-23.114201603528358,-7.79035067766398,849,849
850,A,C,E,H,J,B,E,A,D,J,A,D,J,C,F,H,L,S,H,L,S,0.22232625395619615,0.006680723809153,0.9948489569635862,2.0174824460287404,1.972206176082591,2.983619752759103,1.139012097518937,4.022726560031336,8.485650141797901,-17.028014035042116,-41.18044045769138,850,849
851,B,D,E,H,J,C,F,A,D,J,A,D,J,D,G,H,L,S,H,L,S,-0.1729943914835618,0.004888242040651651,4.99664221394699,9.999473330209442,2.903281258736648,3.9839792682252213,4.998294358667473,8.477297080611596,16.031904437193536,-13.742544428790561,-41.49967806158544,851,850
852,A,C,E,H,J,A,D,A,D,J,A,D,J,A,D,H,L,S,H,L,S,-0.03532591794108288,0.0018706793149400186,0.9983393127114512,1.9948988798953766,1.1939570098835723,1.1338098409582775,0.8997205108513251,0.8113804024260837,1.3397929540657796,-11.239657220745897,-26.985364820088627,852,851
853,B,D,E,H,J,B,E,A,D,J,A,D,J,B,E,H,L,S,H,L,S,-0.008479553088381905,0.08462366704908904,5.00362133657609,9.989148157576041,1.968082568528221,2.113701137108424,3.461027759627317,3.7750800632318757,4.316077531085147,-13.264767805351823,-19.175758832116276,853,852
854,A,C,E,H,J,C,F,A,D,J,A,D,J,C,F,H,L,S,H,L,S,0.0021630369176329333,0.008801940035843635,1.00126065961477,2.0017925988592578,2.871966991528222,3.0268808187734955,0.8729859729256122,8.426718550040519,8.141154312532999,7.534254337264933,-47.77208833805311,854,854
855,B,D,E,H,J,A,D,A,D,J,A,D,J,D,G,H,L,S,H,L,S,-0.06933580320516498,0.00020863283343607627,4.999409588260306,10.003923334624858,1.1222269941982133,4.142099459328903,4.003372087578372,0.785218337874408,15.058334645622546,3.9151555882663374,-31.734325891445145,855,854
856,A,C,E,H,J,B,E,A,D,J,A,D,J,A,D,H,L,S,H,L,S,-0.07386235871335205,0.001261216144296046,1.0119077353278327,1.9942165464368613,2.1059111160505513,0.8416787007314785,0.7886407100770121,4.111836279484633,0.7765369780584656,12.422872183748517,25.663934838191302,856,855
857,B,D,E,H,J,C,F,A,D,J,A,D,J,B,E,H,L,S,H,L,S,0.04769273071739309,8.134549842114595e-05,4.990781487984868,10.009981901882734,3.102190281894939,1.804449660376745,4.279189675604762,10.177296126887738,3.6166530900746428,-22.25633712739673,-11.547275257971473,857,856
858,A,C,E,H,J,A,D,A,D,J,A,D,J,C,F,H,L,S,H,L,S,0.11239991192653301,0.00923728691475285,0.9848649492583582,1.9990260254454524,1.1043579589072907,3.004729919081933,1.0552052118499318,1.0529912260877334,9.402325319256361,1.5392291901872603,-20.805535314120142,858,858
859,B,D,E,H,J,B,E,A,D,J,A,D,J,D,G,H,L,S,H,L,S,-0.11070860113823394,0.0018098344512365503,5.005574930040393,9.9937203042833,2.122246232968272,4.060971205244577,4.370037126360071,4.025663761161383,15.907341048808647,-7.405270163433794,-28.49999388384992,859,858
860,A,C,E,H,J,C,F,A,D,J,A,D,J,A,D,H,L,S,H,L,S,-0.13448582014728952,1.2369561013991188e-05,0.9986351711422643,2.0001416274723898,3.0059019552715895,0.8599232793139214,1.316056189853187,9.815564641857875,1.481972452499385,-21.5119791735752,-43.27936413515269,860,859
861,B,D,E,H,J,A,D,A,D,J,A,D,J,B,E,H,L,S,H,L,S,0.153170866393448,0.00024828012078365925,5.001881163419358,10.00941214361761,0.961807689748375,2.1165702845839895,4.147213552288136,0.9348984646870123,3.398691337540971,-11.355918546427123,-28.537827442975495,861,861
862,A,C,E,H,J,B,E,A,D,J,A,D,J,C,F,H,L,S,H,L,S,-0.06421843593129699,0.00036174025069531936,0.9869406859707833,2.0143235973450784,1.9571723030399113,2.91442383541657,0.906031179446626,3.9286425071454523,9.372587678087081,10.936674069180953,6.205123859420393,862,861
863,B,D,E,H,J,C,F,A,D,J,A,D,J,D,G,H,L,S,H,L,S,0.09142317161333181,0.013171973649092792,5.000663724352302,10.009730201693788,3.1157026831712127,3.9050228851035227,4.017911544869892,9.340346169113847,15.679107675979472,-16.229514547858386,-20.248184238725244,863,862
864,A,C,E,H,J,A,D,A,D,J,A,D,J,A,D,H,L,S,H,L,S,0.16771882052695508,0.03347442554667616,1.0019907127042746,2.0078872238481034,1.0986392251408044,1.0672370112836855,0.935527173094134,1.1138821746050833,0.9681750290899781,-27.450907594228667,15.268533436120379,864,864
865,B,D,E,H,J,B,E,A,D,J,A,D,J,B,E,H,L,S,H,L,S,0.10220547637317226,0.008342340786023082,4.999298880534913,9.9995881896912,1.9545357423957626,1.9668227269867533,4.0055666546573905,3.6022214141795597,4.120622370831162,-5.386359835978953,-19.91942824233502,865,865
866,A,C,E,H,J,C,F,A,D,J,A,D,J,C,F,H,L,S,H,L,S,0.13621926025015071,0.005401373401291185,1.0003768368609323,1.9871970024547885,3.166898957228982,2.9194248982587796,1.0923641926690935,8.870372953348413,9.554560261969222,-3.7041176527125934,-10.561216693862876,866,865
867,B,D,E,H,J,A,D,A,D,J,A,D,J,D,G,H,L,S,H,L,S,8.473324038524517e-05,0.0032598315635988502,4.981450149712606,10.00444977900357,1.1620319115451705,4.031287935593021,3.405325924859429,0.930183159746093,16.701050490570225,-0.691555700074403,2.1685870827028673,867,866
868,A,C,E,H,J,B,E,A,D,J,A,D,J,A,D,H,L,S,H,L,S,0.11111831562072685,0.002460640338041635,1.0052910044175096,1.985825596251,2.0895145891088536,1.0347299277062263,0.8633829789305422,3.385744456694244,1.0045851309384233,6.19754296937883,-7.21412561275814,868,868
869,B,D,E,H,J,C,F,A,D,J,A,D,J,B,E,H,L,S,H,L,S,0.0620417892901729,9.90805832413194e-05,5.001890141306902,10.020514367458349,2.992200223408052,1.9555811615595382,4.156659312985441,9.397076792708914,4.162404717010027,4.5440611175860965,-39.47433644188869,869,868
870,A,C,E,H,J,A,D,A,D,J,A,D,J,C,F,H,L,S,H,L,S,-0.058191906053045084,0.008574678738786135,1.0023375273965252,2.019791412612697,0.842634060812791,3.0819497122863178,0.824950042713241,0.7961537403761929,9.251851791837165,-24.08840629969065,9.77665546450023,870,869
871,B,D,E,H,J,B,E,A,D,J,A,D,J,D,G,H,L,S,H,L,S,0.0016829739564675412,0.002388771188449523,5.000006220757137,10.002046192314477,2.056392160221552,3.8815038818145737,4.192891603285019,4.624964864056126,15.685075024510995,-2.6625930361839814,-7.958516516979984,871,870
872,A,C,E,H,J,C,F,A,D,J,A,D,J,A,D,H,L,S,H,L,S,0.0724261659094777,0.018341765712830287,0.9999367455755117,1.9947946473359455,3.0191284031356926,0.9093635335584964,0.9554590281800582,8.991333432159248,0.950297862227769,5.197509314189544,-1.7431683449108384,872,871
873,B,D,E,H,J,A,D,A,D,J,A,D,J,B,E,H,L,S,H,L,S,-0.01043548678905706,0.000270821428362952,5.023383759684359,9.992749171896293,1.0235390451757727,2.097006263636243,3.669100326150088,0.9112379734946402,4.055425383077806,-5.573085931127172,-21.615072889378776,873,872
