Binary Balanced 1,Binary Balanced 2,Binary Extreme 1a,Binary Extreme 1b,Binary Extreme 2,Trinary Balanced 1,Trinary Balanced 2,Trinary Skewed 1a,Trinary Skewed 1b,Trinary Skewed 2,Trinary Extreme 1a,Trinary Extreme 1b,Trinary Extreme 2,Quaternary Balanced 1,Quaternary Balanced 2,Quaternary Skewed 1a,Quaternary Skewed 1b,Quaternary Skewed 2,Quaternary Extreme 1a,Quaternary Extreme 1b,Quaternary Extreme 2,Continuous Normal,Continuous Skewed,Continuous Binary Normal 1,Continuous Binary Normal 2,Continuous Trinary Normal,Continuous Quaternary Normal,Continuous Binary Skewed,Continuous Trinary Skewed,Continuous Quaternary Skewed,Unary 1,Unary 2,Correlated 1,Correlated 2
A,C,E,H,J,B,E,A,D,J,A,D,J,C,F,H,L,R,H,L,S,0.016429255,0.006662027,0.982540124,2.008925959,2.001246457,2.935457556,1.061523326,3.757223082,8.81605885,6.726781387,-37.24925385,634,634
B,D,E,H,J,C,F,A,D,J,A,D,J,D,G,H,L,R,H,L,S,-0.071607453,0.023093834,4.989096627,9.98393527,3.049825522,4.074800527,4.061839874,8.971569433,16.65553909,-4.347238301,-44.608495,635,634
A,C,E,H,J,A,D,A,D,J,A,D,J,A,D,H,L,R,H,L,S,-0.018051752,0.003502218,0.99889804,1.97106881,0.987150684,1.057689955,1.081684992,0.881049529,0.692439127,-24.05105574,-21.37394467,636,635
B,D,E,H,J,B,E,A,D,J,A,D,J,B,E,H,L,R,H,L,S,0.086622322,0.087064922,5.007107299,10.00155524,1.843884249,1.992119278,4.379729331,3.725221883,3.851977187,-12.08828596,-7.977493853,637,636
A,C,E,H,J,C,F,A,D,J,A,D,J,C,F,H,L,R,H,L,S,0.103119593,0.001502933,1.016321102,1.997020689,2.937103423,3.130307346,1.020084906,7.600269167,8.633660927,8.256234338,3.978011527,638,638
B,D,E,H,J,A,D,A,D,J,A,D,J,D,G,H,L,R,H,L,S,-0.087969906,0.018019373,5.010396437,10.01634746,0.973223593,4.163174881,3.931037983,1.152169509,16.34929394,-9.375558943,-47.63486898,639,638
A,C,E,H,J,B,E,A,D,J,A,D,J,A,D,H,L,R,H,L,S,-0.031322811,0.050414639,1.005619841,2.006921277,1.860084186,1.16576946,0.72472414,3.772701684,0.967628086,-14.29532994,8.696044357,640,640
B,D,E,H,J,C,F,A,D,J,A,D,J,B,E,H,L,R,H,L,S,0.10460606,0.000348702,4.986661701,9.987643136,3.052480154,1.95170511,3.965057158,8.354891627,3.822334771,-14.66261463,-23.00738692,641,640
A,C,E,H,J,A,D,A,D,J,A,D,J,C,F,H,L,R,H,L,S,0.03363562,0.020922631,1.004931162,1.991637822,0.811586545,3.020901312,1.022196584,1.137536244,9.532330292,-10.47234442,-34.42866895,642,641
B,D,E,H,J,B,E,A,D,J,A,D,J,D,G,H,L,R,H,L,S,-0.007749775,0.000759157,5.013945171,9.988420296,2.082988003,3.793769362,3.66968962,3.927101628,15.26110615,4.157243651,-1.66120229,643,643
A,C,E,H,J,C,F,A,D,J,A,D,J,A,D,H,L,R,H,L,S,-0.017447451,0.025969763,1.005042475,1.993566023,3.041969729,0.971786501,0.926044682,8.990637617,1.010736443,-14.10007727,-69.73296408,644,643
B,D,E,H,J,A,D,A,D,J,A,D,J,B,E,H,L,R,H,L,S,0.034410374,0.016513784,4.985592325,10.01034413,0.928788877,2.083449318,4.173921092,0.967516255,3.547365331,-2.444639815,6.875187379,645,645
A,C,E,H,J,B,E,A,D,J,A,D,J,C,F,H,L,R,H,L,S,0.008440288,5.29E-06,1.001106184,1.998529023,1.814128117,2.973031894,1.116005438,5.323781517,9.630207352,-14.67688034,-23.82908806,646,646
B,D,E,H,J,C,F,A,D,J,A,D,J,D,G,H,L,R,H,L,S,-0.004415268,0.008613777,5.002791776,10.01444635,2.85007292,3.78245282,3.823430398,8.663127034,16.05325716,-17.25013367,-58.54092881,647,647
A,C,E,H,J,A,D,A,D,J,A,D,J,A,D,H,L,R,H,L,S,0.047918403,0.004369211,0.997079799,1.982949879,0.81040573,0.853438537,1.094195669,0.838391826,0.977158994,-3.824741684,-29.37257916,648,647
B,D,E,H,J,B,E,A,D,J,A,D,J,B,E,H,L,R,H,L,S,0.163566475,0.010068955,5.004424584,10.00009057,2.079270848,2.048003244,3.364585325,3.88424191,4.398146794,-14.34831984,-27.83143769,649,648
A,C,E,H,J,C,F,A,D,J,A,D,J,C,F,H,L,R,H,L,S,0.03356069,0.000299674,0.998281391,2.009964009,2.865800566,3.156452904,0.67730353,8.7086136,9.558871651,-3.895442092,3.925695721,650,649
B,D,E,H,J,A,D,A,D,J,A,D,J,D,G,H,L,R,H,L,S,-0.095985235,0.001772174,4.971723497,10.00213709,0.896627215,3.959996058,3.410222239,0.936639349,16.83248145,5.663817805,-19.89451584,651,650
A,C,E,H,J,B,E,A,D,J,A,D,J,A,D,H,L,R,H,L,S,-0.004777191,0.003322529,1.013116349,1.982673879,1.933993865,1.00710436,0.83604846,4.318551718,1.212775131,-8.393867614,-36.43535393,652,651
B,D,E,H,J,C,F,A,D,J,A,D,J,B,E,H,L,R,H,L,S,0.060758145,0.020304671,5.019982494,9.997976704,2.97042255,1.887933189,3.670954115,8.822885623,4.001269989,-12.17497407,-19.75416023,653,653
A,C,E,H,J,A,D,A,D,J,A,D,J,C,F,H,L,R,H,L,S,0.291916405,0.001543553,1.011309357,1.997027798,0.921435885,2.87583202,0.997703645,0.901817769,9.047462406,7.398981146,-30.68470881,654,653
B,D,E,H,J,B,E,A,D,J,A,D,J,D,G,H,L,R,H,L,S,0.040050308,0.00521988,5.007657572,9.990041024,1.960831001,3.774441806,3.673199487,4.660001585,18.46887112,-0.821707158,-16.76462397,655,654
A,C,E,H,J,C,F,A,D,J,A,D,J,A,D,H,L,R,H,L,S,-0.070938752,0.002746326,0.999107813,1.997931356,2.923432395,0.930874182,0.756123869,8.946635647,0.679144074,-12.83586381,-19.4209129,656,655
B,D,E,H,J,A,D,A,D,J,A,D,J,B,E,H,L,R,H,L,S,-0.191408893,0.009717563,5.004707658,10.01266331,0.970287908,2.062985077,4.333944494,0.996834406,4.211086514,-5.16596377,2.156520625,657,656
A,C,E,H,J,B,E,A,D,J,A,D,J,C,F,H,L,R,H,L,S,0.136212436,0.02747037,0.995829136,2.014635817,2.130434161,3.005417655,0.88137247,4.122437219,8.542375135,-5.393619435,-39.50236442,658,658
B,D,E,H,J,C,F,A,D,J,A,D,J,D,G,H,L,R,H,L,S,0.015220676,0.02226383,5.008728044,10.00509379,2.963719048,3.74488641,4.241391342,8.36931249,16.69468567,-14.93877795,-4.680593039,659,659
A,C,E,H,J,A,D,A,D,J,A,D,J,A,D,H,L,R,H,L,S,0.066571581,0.02500187,1.034392882,2.015752694,1.001790207,0.897729698,0.947352043,0.866605499,0.705144533,-23.91117992,-68.3316386,660,659
B,D,E,H,J,B,E,A,D,J,A,D,J,B,E,H,L,R,H,L,S,-0.012600778,1.99E-07,5.001062522,9.99848622,1.920808031,1.939092964,3.996019518,3.8698803,4.544672824,-3.745336107,-11.93599883,661,661
A,C,E,H,J,C,F,A,D,J,A,D,J,C,F,H,L,R,H,L,S,0.019459666,0.006899897,0.986593182,1.996762941,3.127975564,2.994653902,0.801752197,9.582388686,9.155779315,-14.4030459,-38.29082753,662,662
B,D,E,H,J,A,D,A,D,J,A,D,J,D,G,H,L,R,H,L,S,0.031663469,0.009508108,4.998007665,9.996375215,1.043028885,4.161823849,3.952974917,1.110247698,15.30463652,-7.409340004,0.493565753,663,662
A,C,E,H,J,B,E,A,D,J,A,D,J,A,D,H,L,R,H,L,S,0.035919588,0.020963627,1.012415644,2.005119933,2.121658107,1.055193674,1.176248788,3.721949272,1.165936884,1.581920309,-11.50257301,664,663
B,D,E,H,J,C,F,A,D,J,A,D,J,B,E,H,L,R,H,L,S,0.091957006,0.002481634,4.999250876,10.00558806,3.073392989,1.915902208,3.83588445,8.532715515,3.777689503,-7.176437292,-30.91596286,665,664
A,C,E,H,J,A,D,A,D,J,A,D,J,C,F,H,L,R,H,L,S,-0.165037772,8.00E-08,0.993378725,2.005899912,1.001616597,2.858255916,0.782896941,0.868048303,8.268993816,-4.671218747,-48.10185214,666,665
B,D,E,H,J,B,E,A,D,J,A,D,J,D,G,H,L,R,H,L,S,0.154786311,0.036206423,5.003806291,9.99613506,1.773057595,4.039808809,3.866366841,4.057592286,15.28903804,-3.663293221,-24.14223022,667,666
A,C,E,H,J,C,F,A,D,J,A,D,J,A,D,H,L,R,H,L,S,0.22818637,0.012804559,1.019511438,1.985155847,3.06516343,1.075460723,1.201985015,9.90932861,1.16875878,-15.60505524,1.258762873,668,667
B,D,E,H,J,A,D,A,D,J,A,D,J,B,E,H,L,R,H,L,S,0.022087251,0.003966441,4.980995973,9.990112887,1.011596437,1.988206393,4.344927696,0.849579687,3.946445653,-7.857736823,3.430028736,669,668
A,C,E,H,J,B,E,A,D,J,A,D,J,C,F,H,L,R,H,L,S,-0.070840313,0.010466074,0.990529269,1.987006075,1.993883685,3.202165493,1.03221347,4.248282833,8.431580504,-27.25592823,-16.6595001,670,670
B,D,E,H,J,C,F,A,D,J,A,D,J,D,G,H,L,R,H,L,S,-0.076644092,0.022941589,4.9966037,9.986576937,3.06800977,4.010969598,4.032520211,8.750234244,16.76271439,17.11682984,-36.11272875,671,671
A,C,E,H,J,A,D,A,D,J,A,D,J,A,D,H,L,R,H,L,S,0.07891963,0.019461948,0.985075045,2.002402297,0.987026269,0.963217554,1.002625026,1.591113887,1.155655554,-19.31822403,-23.09725878,672,671
B,D,E,H,J,B,E,A,D,J,A,D,J,B,E,H,L,R,H,L,S,-0.056126462,0.004900402,4.984158474,10.00323953,1.917287231,1.941375461,3.620427459,4.326958639,3.453962141,-23.18720823,-22.9594477,673,673
A,C,E,H,J,C,F,A,D,J,A,D,J,C,F,H,L,R,H,L,S,-0.053344648,0.003709047,0.985752152,2.012965195,2.937707493,2.938811018,0.843967556,8.166843178,8.679531552,-5.080519159,-16.351726,674,673
B,D,E,H,J,A,D,A,D,J,A,D,J,D,G,H,L,R,H,L,S,-0.104991603,0.000545263,5.025104856,10.00219314,1.07900498,3.915588391,4.724511566,1.03836525,15.27905468,-10.48312032,-6.256649835,675,675
A,C,E,H,J,B,E,A,D,J,A,D,J,A,D,H,L,R,H,L,S,-0.046225907,0.009815545,0.997382131,2.004498686,1.960505278,1.089813607,1.059646123,4.222990931,1.088297149,-9.427276785,4.586143635,676,675
B,D,E,H,J,C,F,A,D,J,A,D,J,B,E,H,L,R,H,L,S,0.123799021,0.003760482,5.018920484,10.00988712,3.081971995,2.141487721,3.835568844,9.46943127,3.941147594,-13.32491188,-44.26472181,677,677
A,C,E,H,J,A,D,A,D,J,A,D,J,C,F,H,L,R,H,L,S,0.104114107,0.003068704,1.005807462,2.005063959,1.070606805,2.764556455,1.040231124,0.926184762,9.985666853,-8.880537177,-37.19153692,678,678
B,D,E,H,J,B,E,A,D,J,A,D,J,D,G,H,L,R,H,L,S,0.14896689,0.001262303,5.012667764,10.00927016,2.109230005,3.786995307,4.302432471,3.521433255,15.67967396,-21.81488008,-37.01779356,679,678
A,C,E,H,J,C,F,A,D,J,A,D,J,A,D,H,L,R,H,L,S,-0.061846521,0.000160597,1.001540135,2.014025187,2.905562423,0.900564603,1.215372872,9.853056918,0.925999099,-20.05946379,-20.09815089,680,679
B,D,E,H,J,A,D,A,D,J,A,D,J,B,E,H,L,R,H,L,S,0.081337336,0.014266093,4.994128118,10.0010154,1.056153512,2.007710267,4.011318741,1.200397259,3.584189538,5.330698534,18.31749416,681,680
A,C,E,H,J,B,E,A,D,J,A,D,J,C,F,H,L,R,H,L,S,0.02034839,0.0053421,1.001934737,1.992324283,2.060639537,3.062732868,0.778480602,4.57965339,8.826335604,-1.075898002,-4.558332197,682,682
B,D,E,H,J,C,F,A,D,J,A,D,J,D,G,H,L,R,H,L,S,0.080247516,0.000512251,4.990208635,9.998888665,2.95281826,4.132546248,4.099480984,9.284523239,16.27631072,-23.21438255,-22.61040491,683,683
A,C,E,H,J,A,D,A,D,J,A,D,J,A,D,H,L,R,H,L,S,0.000891834,0.003731901,1.008566857,1.999661868,0.817534352,0.965573927,0.912622727,0.999376832,0.988426612,-13.48366775,-17.57362386,684,683
B,D,E,H,J,B,E,A,D,J,A,D,J,B,E,H,L,R,H,L,S,-0.063067037,0.000297474,4.990527918,10.00831877,1.903356137,1.971335556,3.607783574,3.326647504,4.425990131,5.033084249,4.22645492,685,684
A,C,E,H,J,C,F,A,D,J,A,D,J,C,F,H,L,R,H,L,S,-0.128593678,0.00781877,1.009680557,1.982399361,3.101282125,2.897476699,1.151188734,8.240267861,7.943427646,-15.43046913,-25.37663944,686,686
B,D,E,H,J,A,D,A,D,J,A,D,J,D,G,H,L,R,H,L,S,-0.00609863,0.003633201,5.007799659,9.989702474,0.958711968,4.085069851,3.962225776,1.297364631,14.85445318,-10.15196843,-3.196120167,687,686
A,C,E,H,J,B,E,A,D,J,A,D,J,A,D,H,L,R,H,L,S,-0.105093615,0.000331964,0.998861596,1.995018291,2.085505056,1.090318758,1.142895207,3.924484768,1.028372352,-5.944118658,50.75671968,688,687
B,D,E,H,J,C,F,A,D,J,A,D,J,B,E,H,L,R,H,L,S,-0.305715514,0.013387063,4.992388774,9.999011344,3.174567657,1.870148343,3.620777622,7.962682273,4.599168807,-6.057085585,-16.57350167,689,689
A,C,E,H,J,A,D,A,D,J,A,D,J,C,F,H,L,R,H,L,S,-0.136487878,0.006252325,1.001860548,2.010492877,1.057111065,3.026800806,0.768533789,1.009305426,10.23516307,-12.71683858,-18.32478743,690,689
B,D,E,H,J,B,E,A,D,J,A,D,J,D,G,H,L,R,H,L,S,0.032531683,0.012794229,5.013332664,9.988090123,2.098657669,4.0857602,3.639627809,3.933085817,16.38896207,-7.345383736,-29.67330063,691,691
A,C,E,H,J,C,F,A,D,J,A,D,J,A,D,H,L,R,H,L,S,0.030560372,0.002989951,1.014357811,2.00857903,3.077870248,0.945870244,0.9314973,8.834352684,1.306064462,-23.84360616,-1.183882326,692,692
B,D,E,H,J,A,D,A,D,J,A,D,J,B,E,H,L,R,H,L,S,0.116290371,0.001352455,5.001896878,9.990062682,1.077724472,1.889027404,4.253301734,1.205097746,4.013569323,-9.345258093,-56.74781271,693,693
A,C,E,H,J,B,E,A,D,J,A,D,J,C,F,H,L,R,H,L,S,0.070557736,0.001818758,1.008957696,2.01489645,1.92384119,3.00771504,1.048625614,3.989712576,9.879056209,-18.30971467,-19.06275168,694,694
B,D,E,H,J,C,F,A,D,J,A,D,J,D,G,H,L,R,H,L,S,-0.100482552,8.68E-05,5.00328334,10.00337564,3.066373534,4.167922175,3.803497837,8.063931029,15.46517132,-8.388946087,-35.40989969,695,694
A,C,E,H,J,A,D,A,D,J,A,D,J,A,D,H,L,R,H,L,S,-0.082134596,0.002214375,1.010228218,1.988971364,1.01972594,0.847284857,0.892522556,0.851938883,0.796084963,-19.90940934,13.77082968,696,696
B,D,E,H,J,B,E,A,D,J,A,D,J,B,E,H,L,R,H,L,S,-0.008828977,0.000751079,5.000809345,9.994260054,2.072846163,2.000334263,3.522620513,3.734681284,3.827485656,-3.571223378,-33.53216779,697,697
A,C,E,H,J,C,F,A,D,J,A,D,J,C,F,H,L,R,H,L,S,-0.086478366,0.002853645,0.989110538,1.988679728,2.884266434,3.197062646,1.342304598,9.549693788,9.725650147,-1.797632764,17.77972065,698,698
B,D,E,H,J,A,D,A,D,J,A,D,J,D,G,H,L,R,H,L,S,-0.079624445,0.005183851,5.005867955,9.996260872,0.841401365,4.029955225,3.965813097,0.896598711,16.80220177,-4.235810217,-18.05103506,699,699
A,C,E,H,J,B,E,A,D,J,A,D,J,A,D,H,L,R,H,L,S,-0.021909172,0.00432396,1.004800913,2.01504082,2.008545685,1.045982345,1.115090975,3.533556603,1.197412377,-18.25074218,-47.17805489,700,700
B,D,E,H,J,C,F,A,D,J,A,D,J,B,E,H,L,R,H,L,S,-0.032777183,0.040124546,4.992183209,9.994992368,2.932281574,1.868706078,4.160790012,9.541143322,4.580638067,-8.735204867,-33.17831547,701,701
A,C,E,H,J,A,D,A,D,J,A,D,J,C,F,H,L,R,H,L,S,0.112701365,0.030193561,0.9894011,1.996474348,0.757419252,3.108191103,0.997817704,1.295792603,8.185055213,-25.56527341,-35.73870308,702,701
B,D,E,H,J,B,E,A,D,J,A,D,J,D,G,H,L,R,H,L,S,-0.005549946,0.005941202,5.003447342,10.00176084,1.914242225,3.963575162,4.662664899,3.800924076,16.10183244,-19.22380067,-75.67565108,703,703
A,C,E,H,J,C,F,A,D,J,A,D,J,A,D,H,L,R,H,L,S,0.085024233,0.002571179,0.999857492,2.013270997,3.108449067,1.050862233,1.28217777,9.706507609,0.917946747,-12.60445918,-35.07525021,704,704
B,D,E,H,J,A,D,A,D,J,A,D,J,B,E,H,L,R,H,L,S,0.077965097,0.001188052,4.994184937,10.00502968,1.010847425,1.99818474,3.854059134,1.135724685,4.146802547,-21.59285136,-22.00328464,705,704
A,C,E,H,J,B,E,A,D,J,A,D,J,C,F,H,L,R,H,L,S,-0.280313777,0.000766934,1.007249981,2.014305417,1.960190983,3.184037416,0.984367741,3.590789075,10.46664551,-19.42554261,-20.05437779,706,705
B,D,E,H,J,C,F,A,D,J,A,D,J,D,G,H,L,R,H,L,S,-0.010591316,0.00012175,5.024932854,9.986250424,3.086422479,3.933679011,3.633498059,10.21874847,15.74034902,-2.317738318,-47.65694361,707,707
A,C,E,H,J,A,D,A,D,J,A,D,J,A,D,H,L,R,H,L,S,0.080706355,0.000348995,0.986980258,1.98044071,0.909821188,1.271916914,1.017154385,1.039420735,0.806801333,-2.365418454,-0.336050391,708,707
B,D,E,H,J,B,E,A,D,J,A,D,J,B,E,H,L,R,H,L,S,0.084615017,0.001038097,4.996827876,10.01805186,1.949640404,2.004008733,3.267713044,4.300441254,3.630897355,-15.90077676,1.969695339,709,708
A,C,E,H,J,C,F,A,D,J,A,D,J,C,F,H,L,R,H,L,S,0.036105595,0.001088022,0.99575594,2.010527362,2.92496794,3.124088325,1.213659047,8.351938337,8.48464879,-24.22740615,-3.685167172,710,709
B,D,E,H,J,A,D,A,D,J,A,D,J,D,G,H,L,R,H,L,S,-0.094787595,0.009741834,5.004783174,9.995170036,0.975445631,3.880000241,4.343706,1.521419394,14.53456515,-2.370175642,-22.52634602,711,710
A,C,E,H,J,B,E,A,D,J,A,D,J,A,D,H,L,R,H,L,S,-0.093411038,0.003670637,1.006750192,2.013010744,2.155841927,1.016283271,1.023892667,3.756641214,0.888669561,1.324046725,-36.95246647,712,712
B,D,E,H,J,C,F,A,D,J,A,D,J,B,E,H,L,R,H,L,S,0.047849854,0.039666725,5.025020991,9.985356999,3.07094188,2.034536745,4.283813019,8.870454711,3.887084528,-15.4084743,-9.553882111,713,713
A,C,E,H,J,A,D,A,D,J,A,D,J,C,F,H,L,R,H,L,S,-0.084886421,0.010462716,1.005364749,2.01275044,0.991237938,2.941017231,0.822395277,1.059932357,8.911339504,-2.599293162,-12.24728754,714,713
B,D,E,H,J,B,E,A,D,J,A,D,J,D,G,H,L,R,H,L,S,0.040228579,0.050650727,4.990164996,9.995550881,1.897215752,3.919562251,4.085645055,4.223907288,16.2047816,-13.2176099,-11.42200157,715,715
A,C,E,H,J,C,F,A,D,J,A,D,J,A,D,H,L,R,H,L,S,0.119085923,0.009740205,1.020588227,2.024778808,2.934278775,0.916740812,0.897178104,9.97539371,1.226612902,-37.10784382,-6.034164202,716,715
B,D,E,H,J,A,D,A,D,J,A,D,J,B,E,H,L,R,H,L,S,0.109615753,0.004633078,5.006274334,10.00073865,1.174647975,2.061281399,3.970605897,0.862031743,3.946733214,-8.432675258,-18.12807266,717,717
A,C,E,H,J,B,E,A,D,J,A,D,J,C,F,H,L,R,H,L,S,-0.010642629,0.000755157,0.996257157,1.999006396,2.14627576,3.105310426,0.848063982,4.527222809,9.669240065,-10.34217776,-30.15336268,718,718
B,D,E,H,J,C,F,A,D,J,A,D,J,D,G,H,L,R,H,L,S,-0.069115134,0.028567096,5.006176412,10.00886055,3.034615638,4.103283927,4.127966214,9.248055694,16.15477199,1.944653379,-26.73005326,719,718
A,C,E,H,J,A,D,A,D,J,A,D,J,A,D,H,L,R,H,L,S,0.091394941,0.014333105,0.998456345,2.018130335,0.770719213,1.019835667,0.823746177,0.878949548,1.161834412,-7.191948316,-20.68693987,720,720
B,D,E,H,J,B,E,A,D,J,A,D,J,B,E,H,L,R,H,L,S,-0.093800855,0.022045934,4.997354502,10.00711938,2.062446696,1.940594725,3.302550685,3.598358145,4.170736854,-15.04297928,-21.15985999,721,721
A,C,E,H,J,C,F,A,D,J,A,D,J,C,F,H,L,R,H,L,S,-0.042457699,0.016467688,0.984056287,2.008055749,3.039044693,3.050857322,1.243773947,8.592080687,8.704522195,-13.18994036,-27.61352944,722,721
B,D,E,H,J,A,D,A,D,J,A,D,J,D,G,H,L,R,H,L,S,-0.043570934,0.001487643,5.016977754,9.993242523,1.027721416,3.961222109,3.782578981,1.228591733,14.82714114,-23.67336645,-19.50080256,723,723
A,C,E,H,J,B,E,A,D,J,A,D,J,A,D,H,L,R,H,L,S,0.037137563,0.006654663,0.994139001,2.00730312,1.885736433,1.073878215,0.743766644,3.581270579,1.242093395,-8.137125846,-27.75679961,724,724
B,D,E,H,J,C,F,A,D,J,A,D,J,B,E,H,L,R,H,L,S,0.055178243,0.007679928,5.009371721,10.00243214,3.02388764,2.000918493,4.315930215,9.192190637,4.181489538,-5.347723009,-9.104539389,725,725
A,C,E,H,J,A,D,A,D,J,A,D,J,C,F,H,L,R,H,L,S,0.083241603,0.002828543,1.013662996,2.010552517,0.929965551,2.898292182,0.965874433,1.462762118,9.198819866,-10.99171828,2.045004131,726,726
B,D,E,H,J,B,E,A,D,J,A,D,J,D,G,H,L,R,H,L,S,0.017814238,0.032519558,4.989984646,9.99323965,2.05437362,3.89646169,3.961116661,3.987651992,15.6645489,-12.37825603,-11.70926134,727,726
A,C,E,H,J,C,F,A,D,J,A,D,J,A,D,H,L,R,H,L,S,-0.008907223,0.000395195,1.017240049,2.005670146,2.954175972,0.990713751,1.001505195,9.519664591,1.084623784,0.761890885,-2.909614745,728,727
B,D,E,H,J,A,D,A,D,J,A,D,J,B,E,H,L,R,H,L,S,-0.098021644,0.002143586,4.997142776,9.986360257,0.7646123,2.02415876,3.81380253,0.999130516,3.946992348,-25.42608315,-15.31364675,729,728
A,C,E,H,J,B,E,A,D,J,A,D,J,C,F,H,L,R,H,L,S,-0.024684233,0.000134492,0.991078881,2.000929309,2.046657245,3.005562381,1.356136818,3.429656076,9.990024592,-15.11576678,-11.15030422,730,730
B,D,E,H,J,C,F,A,D,J,A,D,J,D,G,H,L,R,H,L,S,0.059328454,0.005575902,4.998192381,10.00582178,2.913288725,4.25079004,4.524820335,7.886260661,15.31454178,-4.033730393,-29.48056789,731,730
A,C,E,H,J,A,D,A,D,J,A,D,J,A,D,H,L,R,H,L,S,0.248151232,0.022704539,0.993947491,1.990522958,0.969978844,1.043234362,0.815383315,0.840447333,0.792837077,-15.44835106,-3.613047384,732,731
B,D,E,H,J,B,E,A,D,J,A,D,J,B,E,H,L,R,H,L,S,0.030955289,0.000355409,5.003529728,10.01067017,2.044810522,2.114006584,3.847307268,3.899864604,4.095311187,-5.708921347,2.697349763,733,732
A,C,E,H,J,C,F,A,D,J,A,D,J,C,F,H,L,R,H,L,S,3.14E-06,0.001525104,0.992571414,2.012359372,2.913862104,3.108552066,0.926158214,9.177568963,8.527637529,-9.232545956,20.52838043,734,734
B,D,E,H,J,A,D,A,D,J,A,D,J,D,G,H,L,R,H,L,S,0.168227081,0.000501287,4.991383937,10.01414311,0.962234736,4.022289595,3.56538819,0.891544646,15.62776791,-6.096758034,-39.16665465,735,734
A,C,E,H,J,B,E,A,D,J,A,D,J,A,D,H,L,R,H,L,S,-0.029670937,4.89E-05,0.990036823,2.003904279,1.872905775,1.251536157,0.786819916,4.180927485,1.293626708,-2.908963345,-36.73804655,736,736
B,D,E,H,J,C,F,A,D,J,A,D,J,B,E,H,L,R,H,L,S,-0.215270574,0.012750955,5.007202767,9.980621168,2.892998093,1.976130501,3.876496873,9.737666345,3.981347323,-19.13510766,-13.38945137,737,736
A,C,E,H,J,A,D,A,D,J,A,D,J,C,F,H,L,R,H,L,S,0.061841801,0.000838024,0.975912773,1.985398805,1.10580454,2.966565578,1.003619892,1.196942771,9.833907698,-21.24582173,-13.44017859,738,737
B,D,E,H,J,B,E,A,D,J,A,D,J,D,G,H,L,R,H,L,S,0.022113406,0.00795947,5.003505356,10.00063131,1.969513671,4.071078445,3.499185186,3.839304318,16.97998263,-7.061079278,-2.972344359,739,738
A,C,E,H,J,C,F,A,D,J,A,D,J,A,D,H,L,R,H,L,S,0.118342193,0.006278921,1.00802863,1.998508419,3.053646975,0.998731202,0.779507219,9.626973774,0.911570319,-24.20078545,-24.62341494,740,739
B,D,E,H,J,A,D,A,D,J,A,D,J,B,E,H,L,R,H,L,S,-0.270014253,0.000122538,5.000532175,9.996527154,0.950699405,1.889602585,3.736862122,0.981245471,4.094073991,-14.59118297,-9.620603135,741,740
A,C,E,H,J,B,E,A,D,J,A,D,J,C,F,H,L,R,H,L,S,0.09932725,0.036387641,1.000700249,1.991102022,2.013597922,3.146430428,0.668229185,4.365594081,9.63999698,-5.834731847,-5.943543349,742,741
B,D,E,H,J,C,F,A,D,J,A,D,J,D,G,H,L,R,H,L,S,-0.018401044,0.022997847,4.997361465,10.01725977,3.0397049,3.888541995,4.437188388,9.203758632,15.93081764,-18.79502145,-34.86213639,743,742
A,C,E,H,J,A,D,A,D,J,A,D,J,A,D,H,L,R,H,L,S,0.02523745,0.001723592,0.989071495,2.017980788,1.031546358,1.099364774,1.026409442,1.072070783,1.027529258,-14.0518734,-1.630659018,744,743
B,D,E,H,J,B,E,A,D,J,A,D,J,B,E,H,L,R,H,L,S,-0.063502566,0.015112506,5.004283458,9.991268197,1.963551462,1.816417754,3.933889894,4.644854246,3.547373769,9.689027683,-7.255011216,745,745
A,C,E,H,J,C,F,A,D,J,A,D,J,C,F,H,L,R,H,L,S,-0.025858214,0.038184531,0.995255026,1.997470005,3.124936886,2.889874824,1.171501299,9.615258273,9.546271561,1.874723256,-30.77591469,746,746
B,D,E,H,J,A,D,A,D,J,A,D,J,D,G,H,L,R,H,L,S,0.149993759,0.000899925,4.989886284,10.00161875,1.09096953,3.938655193,3.343292446,0.700226197,14.68710525,-16.49317952,17.95829908,747,747
A,C,E,H,J,B,E,A,D,J,A,D,J,A,D,H,L,R,H,L,S,0.039661233,0.007863604,0.999754157,2.006994671,1.973213911,1.087721548,1.174104759,4.345923067,0.793286884,-0.618555308,-39.30946008,748,748
B,D,E,H,J,C,F,A,D,J,A,D,J,B,E,H,L,R,H,L,S,0.189361689,0.002398806,4.997299593,10.0030124,2.994798149,2.097781184,4.421974044,9.487738168,3.687825784,6.597879505,-55.17244482,749,748
A,C,E,H,J,A,D,A,D,J,A,D,J,C,F,H,L,R,H,L,S,0.022605097,0.012563357,1.005503593,1.987639706,1.062085966,3.052111044,0.932092225,1.622846975,9.531016507,-18.34735116,-58.69715261,750,749
B,D,E,H,J,B,E,A,D,J,A,D,J,D,G,H,L,R,H,L,S,-0.048299375,7.82E-05,4.997171367,9.971163403,1.971520452,3.90856993,3.624391656,3.689562878,16.26202004,-4.591500438,-28.66011906,751,750
A,C,E,H,J,C,F,A,D,J,A,D,J,A,D,H,L,R,H,L,S,-0.013493582,0.001077699,0.985148598,2.012128586,2.973084088,1.037214725,0.611406342,8.158024058,1.016436766,-29.08538805,-11.78873039,752,752
